40,MH0302030008,接入交换机-1,S5720-28X-PWR-SI-AC,82.00 
41,MH0307050001,无线AP-吸顶式-公共区,AP5030DN,248.00 
42,MH0307050002,无线AP-吸顶式-工作区,AP5030DN,201.00 
43,MH0307050003,无线AP-吸顶式-贵宾区,AP5030DN,20.00 
44,MH0307050004,无线AP-吸顶式 商业区,AP4050DN-HD,104.00 
45,MH0307050005,无线AP壁挂式 公共区,AP5030DN ,556.00 
46,MH0307050006,无线接入点-壁挂式-工作区,AP5030DN,32.00 
,,5.安防网,,
47,MH0302010006,安防网核心汇聚交换机,S12708,2.00 
48,MH0302020026,安防网汇聚交换机DCR-L1F-01,S12708,2.00 
49,MH0302020027,安防网汇聚交换机DCR-L1F-02,S12708,2.00 
50,MH0302020028,安防网汇聚交换机DCR-L1A-01,S12708,2.00 
51,MH0302020029,安防网汇聚交换机DCR-L1C-01,S12708,2.00 
52,MH0302020030,安防网汇聚交换机DCR-B1AB-01,S12708,2.00 
53,MH0302020030,安防网汇聚交换机DCR-L1D-01,S12708,2.00 
54,MH0302030009,接入交换机-1,S5720-28X-PWR-SI-AC,265.00 
55,MH0302030010,接入交换机-2,S5720-28P-SI-AC,64.00 
56,MH0302030011,工业接入交换机,AR550C-2C6GE,20.00 
,,6.带外网,,
57,MH0302010007,带外网核心汇聚交换机,S6720-30C-EI-24S-AC,1.00 
58,MH0302020031,带外网汇聚交换机DCR-L1F-01,S5720-52X-SI-AC,1.00 
59,MH0302020032,带外网汇聚交换机DCR-L1F-02,S5720-52X-SI-AC,1.00 
60,MH0302020033,带外网汇聚交换机DCR-L1A-01,S5720-52X-SI-AC,1.00 
61,MH0302020034,带外网汇聚交换机DCR-L1C-01,S5720-52X-SI-AC,1.00 
62,MH0302020035,带外网汇聚交换机DCR-B1AB-01,S5720-52X-SI-AC,1.00 
63,MH0302020036,带外网汇聚交换机DCR-L1D-01,S5720-52X-SI-AC,1.00 
64,MH0302030012,接入交换机-2,S5720-28P-SI-AC,2.00 
65,MH0302030013,接入交换机-3,S5720-52X-SI-AC,1.00 
,,7.广播子网,,
66,MH0302010008,广播子网核心汇聚交换机,S12704,2.00 
67,MH0302030014,接入交换机-2,S5720-28P-SI-AC,46.00 
,,8.光模块,,
68,MH0307140001,光模块1,OMXD30000,4.00 
69,MH0307140002,光模块2,OSX010000,4.00 
70,MH0307140003,光模块3,eSFP-GE-SX-MM850,4.00 
71,MH0307140004,光模块4,SFP-GE-LX-SM1310,4.00 
,3.2 ,ITC-网络系统,,
,,(一)、网络系统-信息主机房及管理中心,,
1,MH0301010001,管理服务器,CH121 V31,2.00 
2,MH0301010002,业务控制服务器,CH121 V31,2.00 
3,MH0301010003,接入认证服务器,CH121 V31,2.00 
4,MH0302080001,机框,E9000,1.00 
5,MH0301110001,网络管理软件,esight,1.00 
6,MH0301060001,SDN控制器,Agile Controller-DCN,1.00 
7,MH0301110002,wifi接入认证软件,Agile Controller-Campus ,1.00 
8,MH0301110003,双机热备软件,Rose,3.00 
9,030501010001,短信发送器,SMS GPRS MODEM TD-8013,2.00 
10,MH0301020001,维护管理工作站,HP ProDesk 480 G3 MT,1.00 
11,MH0301030001,移动测试终端,HP ZBook 15 G3 Mobile,1.00 
12,MH0304010001,打印机,HP LaserJet Pro M1136,1.00 
13,MH0302010001,机场核心交换机,CE12808,2.00 
14,MH0302010002,离港网核心交换机,CE12804,2.00 
15,MH0302010003,离港网资源池交换机,CE6850-48T6Q-HI ,8.00 
16,MH0302010004,生产网核心交换机,CE12808,2.00 
17,MH0302010005,生产网资源池交换机,CE12808,2.00 
18,MH0302010006,生产网广播子网核心交换机,S6720-30C-EI-24S-AC,2.00 
19,MH0302010007,安防网核心交换机,CE12808,2.00 
20,MH0302010008,安防网资源池交换机,CE12804 ,2.00 
21,MH0302010009,服务专有云-核心交换机,CE12808,2.00 
22,MH0302010010,服务专有云-资源池交换机,CE6851-48S6Q-HI,2.00 
23,MH0302010011,服务专有云-互联网交换机,CE6851-48S6Q-HI,2.00 
24,MH0301060002,服务专有云-无线AC控制器,S12704 ,2.00 
25,MH0302070001,服务专用云-互联网路由器,NE20E-S8,2.00 
26,MH0302010012,综合网核心交换机,CE12808,2.00 
27,MH0302010013,综合网-资源池交换机,CE12808 ,2.00 
28,MH0302010014,综合网-互联网交换机,CE6851-48S6Q-HI ,2.00 
29,MH0301060003,综合网-无线AC控制器,S12704,2.00 
30,MH0302070002,综合网-互联网路由器,NE20E-S8,2.00 
31,MH0302010015,带外网核心交换机,CE6851-48S6Q-HI,1.00 
32,MH0302020001,数据管理区汇聚交换机,CE12808,2.00 
33,MH0302010016,数据管理区-数据交换机核心交换机,CE6851-48S6Q-HI,2.00 
34,MH0302010017,数据管理区-运维/带外/云数据中心核心交换机,CE6851-48S6Q-HI,2.00 
35,MH0302010018,数据管理区-数据备份区交换机,CE6851-48S6Q-HI ,2.00 
36,MH0302010019,互联网交换机,CE6851-48S6Q-HI,2.00 
37,MH0302010020,互联网隔离区（DMZ）交换机,CE6851-48S6Q-HI,2.00 
38,MH0302070003,互联网-外网路由器,NE20E-S8,2.00 
39,MH0302010021,外联网交换机,CE6851-48S6Q-HI,2.00 
40,MH0302010022,外联网隔离区（DMZ）交换机,CE6851-48S6Q-HI,2.00 
41,MH0302010023,生产网-广播子网资源池交换机,S5720-52X-SI-AC,2.00 
42,MH0302030001,带外网-接入交换机1,S5720-28X-SI-AC ,5.00 
43,MH0302030002,带外网-接入交换机2,S5720-52X-SI-AC ,5.00 
44,MH0302070004,外联网路由器,NE20E-S8,2.00 
45,MH0307140001,光模块1,OMXD30000,4.00 
46,MH0307140002,光模块2,OSX010000,4.00 
47,MH0307140003,光模块3,eSFP-GE-SX-MM850,4.00 
48,MH0307140004,光模块4,SFP-GE-LX-SM1310,4.00 
49,,48口万兆光接口板,4CE-L48XS-EC,-4.00 
50,,光模块1,OMXD30000,-192.00 
,,（二）、网络系统-ITC大楼,,
51,MH0302010024,生产网核心汇聚交换机,S6720-54C-EI-48S-AC,2.00 
52,MH030203001,生产网接入交换机,S5720-28X-SI-AC,15.00 
53,MH0302010025,离港网核心汇聚交换机,S6720-54C-EI-48S-AC,2.00 
54,MH0302030003,离港网接入交换机,S5720-28X-SI-AC,3.00 
55,MH0302010026,服务专有云核心汇聚交换机,S6720-54C-EI-48S-AC,2.00 
56,MH0302030004,服务专用云接入交换机,S5720-28X-PWR-SI-AC,8.00 
57,MH0302010027,综合网核心汇聚交换机,S6720-54C-EI-48S-AC,2.00 
58,MH0302030005,综合网接入交换机1,S5720-28X-PWR-SI-AC,8.00 
59,MH0302030006,综合网接入交换机2,S5720-28X-SI-AC,17.00 
60,MH030705001,无线数据接入点工作区,AP5030DN,31.00 
61,MH030705002,无线数据接入点公共区,AP5030DN,31.00 
62,MH0302010027,安防网核心汇聚交换机,S12704,2.00 
63,MH0302030007,安防网接入交换机1,S5720-28X-PWR-SI-AC,5.00 
64,MH0302030008,安防网接入交换机2,S5720-28X-SI-AC,17.00 
65,MH0302030009,安防网接入交换机3,AR550C-2C6GE ,8.00 
66,MH0302010028,带外网核心汇聚交换机,S6720-30C-EI-24S-AC,1.00 
67,MH0302030010,带外网接入交换机1,S5720-28X-SI-AC,1.00 
68,MH0302030011,带外网接入交换机2,S5720-52X-SI-AC,1.00 
69,MH0302030012,测试中心交换机1,CE6851-48S6Q-HI,1.00 
70,MH0302030013,测试中心交换机2,CE6850-48T6Q-HI,1.00 
71,MH030203012,测试中心交换机3,S5720-28X-SI-AC,2.00 
72,MH0301080001,测试中心防火墙,USG6650,1.00 
,,系统调试,,
73,MH030209001,计算机网络系统调试及运行,,1.00 
74,MH030210001,弱电系统联合调试,,1.00 
75,MH030211001,计算机网络系统运行,,1.00 
,3.3 ,ITC-信息安全系统,,
,,信息安全-外网,,
1,MH0301080001,外网抗DDoS攻击设备,ADM-GUARD-6800N-M,6.00 
2,MH0301080002,外网链路负载均衡设备,LBG 6006,6.00 
3,MH0301080003,外网防火墙,USG-FW-14600GP,8.00 
4,MH0301080004,外网入侵防御设备,NGIPS8000-M,8.00 
5,MH0301080005,外网上网行为管理,IBM8200R,6.00 
6,MH0301080006,外网VPN设备,SAG-6000-6000,6.00 
7,MH0301080007,外网WEB防火墙,WAF6000-M1,4.00 
,,信息安全-内网,,
8,MH0301080008,内网入侵防御设备,NIP6680,12.00 
9,MH0301080009,内网入侵检测设备,NIP6650D,6.00 
10,MH0301080010,内网防火墙类型1,USG9520,10.00 
11,MH0301080011,内网防火墙类型2,USG9520,6.00 
12,MH0301080012,内网防火墙类型3,USG6650,1.00 
,3.4 ,GTC-网络系统,,
,,1.生产网,,
1,MH0302010001,核心交换机,S12704,2.00 
2,MH0302030001,接入交换机-1,S5720-28X-PWR-SI-AC,11.00 
3,MH0302030002,接入交换机-24,S5720-28X-SI-AC,14.00 
,,2.离港网,,
4,MH0302010002,核心交换机,S6720-30C-EI-24S-AC,2.00 
5,MH0302030003,接入交换机-1,S5720-28X-SI-AC,3.00 
,,3.安防网,,
6,MH0302010003,安防网核心汇聚交换机,S12704,2.00 
7,MH0302030004,接入交换机-1,S5720-28X-PWR-SI-AC,76.00 
,,4.综合网,,
8,MH0302010004,综合网核心汇聚交换机,S12704,2.00 
9,MH0302030005,接入交换机-1,S5720-28X-SI-AC,23.00 
10,MH0302030006,接入交换机-2,S5720-28P-SI-AC,10.00 
,,5.服务专有云,,
11,MH0302010005,服务专有云核心汇聚交换机,S12704,2.00 
12,MH0302030007,接入交换机-1,S5720-28X-PWR-SI-AC,15.00 
13,MH0307050001,无线AP1,AP5030DN,59.00 
14,MH0307050005,无线AP2,AP5030DN,66.00 
,,6.广播网,,
15,MH0302010006,广播网核心汇聚交换机,S6720-30C-EI-24S-AC,2.00 
16,MH0302030009,接入交换机-1,S5720-28P-SI-AC,6.00 
,,7.带外网,,
17,MH0302010007,带外网核心汇聚交换机,S5720-52X-SI-AC,1.00 
,,8.光模块,,
18,MH0307140001,光模块1,OMXD30000,2.00 
19,MH0307140002,光模块2,OSX010000,2.00 
20,MH0307140003,光模块3,eSFP-GE-SX-MM850,2.00 
21,MH0307140004,光模块4,SFP-GE-LX-SM1310,2.00 
,,,,
